bike_latitude,bike_longitude,free_bikes,name_foursquare,distance_foursquare,address_foursquare,name_yelp,review_count,categories,rating,address_yelp,phone,distance_yelp
43.663722,-79.380288,6,Black Eagle,43,"457 Church St (Alexander), Toronto ON M4Y 2C5",Hokkaido Ramen Santouka,897,"Ramen, Noodles",4.0,"91 Dundas Street E, Toronto, ON M5B 2C8, Canada",+1 647-748-1717,852.8967085987813
43.663722,-79.380288,6,Churchmouse & Firkin,101,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,383.3225709992662
43.663722,-79.380288,6,Churchmouse & Firkin,101,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,866.8397388902905
43.663722,-79.380288,6,Churchmouse & Firkin,101,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,690.2162633299187
43.663722,-79.380288,6,Churchmouse & Firkin,101,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,1089.2349318379986
43.663722,-79.380288,6,Churchmouse & Firkin,101,"475 Church St (at Maitland St.), Toronto ON M4Y 2C5",Hokkaido Ramen Santouka,897,"Ramen, Noodles",4.0,"91 Dundas Street E, Toronto, ON M5B 2C8, Canada",+1 647-748-1717,852.8967085987813
43.663722,-79.380288,6,Hair of the Dog,111,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,383.3225709992662
43.663722,-79.380288,6,Hair of the Dog,111,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,866.8397388902905
43.663722,-79.380288,6,Hair of the Dog,111,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,690.2162633299187
43.663722,-79.380288,6,Hair of the Dog,111,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,1089.2349318379986
43.663722,-79.380288,6,Hair of the Dog,111,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Hokkaido Ramen Santouka,897,"Ramen, Noodles",4.0,"91 Dundas Street E, Toronto, ON M5B 2C8, Canada",+1 647-748-1717,852.8967085987813
43.663722,-79.380288,6,Woody's,74,"467 Church St, Toronto ON M4Y 2C5",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,383.3225709992662
43.663722,-79.380288,6,Woody's,74,"467 Church St, Toronto ON M4Y 2C5",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,866.8397388902905
43.663722,-79.380288,6,Woody's,74,"467 Church St, Toronto ON M4Y 2C5",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,690.2162633299187
43.663722,-79.380288,6,Woody's,74,"467 Church St, Toronto ON M4Y 2C5",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,1089.2349318379986
43.663722,-79.380288,6,Woody's,74,"467 Church St, Toronto ON M4Y 2C5",Hokkaido Ramen Santouka,897,"Ramen, Noodles",4.0,"91 Dundas Street E, Toronto, ON M5B 2C8, Canada",+1 647-748-1717,852.8967085987813
43.663722,-79.380288,6,Storm Crow Manor,362,"580 Church St, Toronto ON M4Y 2E5",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,383.3225709992662
43.663722,-79.380288,6,Storm Crow Manor,362,"580 Church St, Toronto ON M4Y 2E5",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,866.8397388902905
43.663722,-79.380288,6,Storm Crow Manor,362,"580 Church St, Toronto ON M4Y 2E5",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,690.2162633299187
43.663722,-79.380288,6,Storm Crow Manor,362,"580 Church St, Toronto ON M4Y 2E5",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,1089.2349318379986
43.663722,-79.380288,6,Storm Crow Manor,362,"580 Church St, Toronto ON M4Y 2E5",Hokkaido Ramen Santouka,897,"Ramen, Noodles",4.0,"91 Dundas Street E, Toronto, ON M5B 2C8, Canada",+1 647-748-1717,852.8967085987813
43.657763,-79.389165,15,Hailed Coffee,456,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,877.1467901560992
43.657763,-79.389165,15,Hailed Coffee,456,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Seven Lives Tacos y Mariscos,1483,Mexican,4.5,"72 Kensington Avenue, Toronto, ON M5T 2K1, Canada",+1 416-393-4636,1006.6303824096713
43.657763,-79.389165,15,Hailed Coffee,456,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Banh Mi Boys,1244,"Vietnamese, Sandwiches",4.5,"392 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-363-0588,1179.1313625401824
43.657763,-79.389165,15,Hailed Coffee,456,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,510.1244443974783
43.657763,-79.389165,15,Hailed Coffee,456,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,585.9162397111279
43.657763,-79.389165,15,The Library Specialty Coffee,397,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,877.1467901560992
43.657763,-79.389165,15,The Library Specialty Coffee,397,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Seven Lives Tacos y Mariscos,1483,Mexican,4.5,"72 Kensington Avenue, Toronto, ON M5T 2K1, Canada",+1 416-393-4636,1006.6303824096713
43.657763,-79.389165,15,The Library Specialty Coffee,397,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Banh Mi Boys,1244,"Vietnamese, Sandwiches",4.5,"392 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-363-0588,1179.1313625401824
43.657763,-79.389165,15,The Library Specialty Coffee,397,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,510.1244443974783
43.657763,-79.389165,15,The Library Specialty Coffee,397,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,585.9162397111279
43.657763,-79.389165,15,Tim Hortons,337,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,877.1467901560992
43.657763,-79.389165,15,Tim Hortons,337,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Seven Lives Tacos y Mariscos,1483,Mexican,4.5,"72 Kensington Avenue, Toronto, ON M5T 2K1, Canada",+1 416-393-4636,1006.6303824096713
43.657763,-79.389165,15,Tim Hortons,337,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Banh Mi Boys,1244,"Vietnamese, Sandwiches",4.5,"392 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-363-0588,1179.1313625401824
43.657763,-79.389165,15,Tim Hortons,337,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,510.1244443974783
43.657763,-79.389165,15,Tim Hortons,337,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,585.9162397111279
43.657763,-79.389165,15,Banh Mi Boys,604,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,877.1467901560992
43.657763,-79.389165,15,Banh Mi Boys,604,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Seven Lives Tacos y Mariscos,1483,Mexican,4.5,"72 Kensington Avenue, Toronto, ON M5T 2K1, Canada",+1 416-393-4636,1006.6303824096713
43.657763,-79.389165,15,Banh Mi Boys,604,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Banh Mi Boys,1244,"Vietnamese, Sandwiches",4.5,"392 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-363-0588,1179.1313625401824
43.657763,-79.389165,15,Banh Mi Boys,604,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,510.1244443974783
43.657763,-79.389165,15,Banh Mi Boys,604,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,585.9162397111279
43.657763,-79.389165,15,The Queen and Beaver Public House,454,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,877.1467901560992
43.657763,-79.389165,15,The Queen and Beaver Public House,454,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Seven Lives Tacos y Mariscos,1483,Mexican,4.5,"72 Kensington Avenue, Toronto, ON M5T 2K1, Canada",+1 416-393-4636,1006.6303824096713
43.657763,-79.389165,15,The Queen and Beaver Public House,454,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Banh Mi Boys,1244,"Vietnamese, Sandwiches",4.5,"392 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-363-0588,1179.1313625401824
43.657763,-79.389165,15,The Queen and Beaver Public House,454,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,510.1244443974783
43.657763,-79.389165,15,The Queen and Beaver Public House,454,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,585.9162397111279
43.656729,-79.382736,11,Hailed Coffee,245,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Pai Northern Thai Kitchen,3479,Thai,4.5,"18 Duncan Street, Toronto, ON M5H 3G8, Canada",+1 416-901-4724,1095.5910142176267
43.656729,-79.382736,11,Hailed Coffee,245,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,513.829541801903
43.656729,-79.382736,11,Hailed Coffee,245,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,68.02728566944717
43.656729,-79.382736,11,Hailed Coffee,245,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,120.74270111274144
43.656729,-79.382736,11,Hailed Coffee,245,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,355.8693090839165
43.656729,-79.382736,11,The Queen and Beaver Public House,104,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Pai Northern Thai Kitchen,3479,Thai,4.5,"18 Duncan Street, Toronto, ON M5H 3G8, Canada",+1 416-901-4724,1095.5910142176267
43.656729,-79.382736,11,The Queen and Beaver Public House,104,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,513.829541801903
43.656729,-79.382736,11,The Queen and Beaver Public House,104,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,68.02728566944717
43.656729,-79.382736,11,The Queen and Beaver Public House,104,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,120.74270111274144
43.656729,-79.382736,11,The Queen and Beaver Public House,104,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,355.8693090839165
43.656729,-79.382736,11,Banh Mi Boys,291,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Pai Northern Thai Kitchen,3479,Thai,4.5,"18 Duncan Street, Toronto, ON M5H 3G8, Canada",+1 416-901-4724,1095.5910142176267
43.656729,-79.382736,11,Banh Mi Boys,291,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,513.829541801903
43.656729,-79.382736,11,Banh Mi Boys,291,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,68.02728566944717
43.656729,-79.382736,11,Banh Mi Boys,291,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,120.74270111274144
43.656729,-79.382736,11,Banh Mi Boys,291,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,355.8693090839165
43.656729,-79.382736,11,Blaze Pizza,220,"10 Dundas St E, Toronto ON M5B 2G9",Pai Northern Thai Kitchen,3479,Thai,4.5,"18 Duncan Street, Toronto, ON M5H 3G8, Canada",+1 416-901-4724,1095.5910142176267
43.656729,-79.382736,11,Blaze Pizza,220,"10 Dundas St E, Toronto ON M5B 2G9",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,513.829541801903
43.656729,-79.382736,11,Blaze Pizza,220,"10 Dundas St E, Toronto ON M5B 2G9",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,68.02728566944717
43.656729,-79.382736,11,Blaze Pizza,220,"10 Dundas St E, Toronto ON M5B 2G9",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,120.74270111274144
43.656729,-79.382736,11,Blaze Pizza,220,"10 Dundas St E, Toronto ON M5B 2G9",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,355.8693090839165
43.656729,-79.382736,11,Chipotle Mexican Grill,147,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",Pai Northern Thai Kitchen,3479,Thai,4.5,"18 Duncan Street, Toronto, ON M5H 3G8, Canada",+1 416-901-4724,1095.5910142176267
43.656729,-79.382736,11,Chipotle Mexican Grill,147,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",KINKA IZAKAYA ORIGINAL,1815,"Japanese, Pubs",4.0,"398 Church Street, Toronto, ON M5B 2A2, Canada",+1 416-977-0999,513.829541801903
43.656729,-79.382736,11,Chipotle Mexican Grill,147,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",Uncle Tetsu's Japanese Cheesecake,1182,"Desserts, Bakeries",3.5,"595 Bay Street, Unit E05, Toronto, ON M5G 2C2, Canada",+1 416-591-0555,68.02728566944717
43.656729,-79.382736,11,Chipotle Mexican Grill,147,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",Salad King Restaurant,1020,Thai,3.5,"340 Yonge Street, Toronto, ON M5B 1R8, Canada",+1 416-593-0333,120.74270111274144
43.656729,-79.382736,11,Chipotle Mexican Grill,147,"323 Yonge St (Yonge & Dundas), Toronto ON M5B 1R7",Sansotei Ramen,942,"Ramen, Noodles",4.0,"179 Dundas Street W, Toronto, ON M5G 1Z8, Canada",+1 647-748-3833,355.8693090839165
